linha_id,data,componente,custo
L03,2024-12-01,custo_manutencao,16182.0
L03,2024-12-01,custo_pedagio,5161.5
L03,2024-12-01,custo_pneus,7254.0
L03,2024-12-01,custo_tripulacao,19809.0
L03,2025-01-01,custo_combustivel,59167.24
L03,2025-01-01,custo_fixo_rateado,29740.65
L03,2025-01-01,custo_manutencao,16182.0
L03,2025-01-01,custo_pedagio,5161.5
L03,2025-01-01,custo_pneus,7254.0
L03,2025-01-01,custo_tripulacao,19809.0
L03,2025-02-01,custo_combustivel,53441.38
L03,2025-02-01,custo_fixo_rateado,29740.65
L03,2025-02-01,custo_manutencao,14616.0
L03,2025-02-01,custo_pedagio,4662.0
L03,2025-02-01,custo_pneus,6552.0
L03,2025-02-01,custo_tripulacao,17892.0
L03,2025-03-01,custo_combustivel,59167.24
L03,2025-03-01,custo_fixo_rateado,29740.65
L03,2025-03-01,custo_manutencao,16182.0
L03,2025-03-01,custo_pedagio,5161.5
L03,2025-03-01,custo_pneus,7254.0
L03,2025-03-01,custo_tripulacao,19809.0
L03,2025-04-01,custo_combustivel,57258.62
L03,2025-04-01,custo_fixo_rateado,29740.65
L03,2025-04-01,custo_manutencao,15660.0
L03,2025-04-01,custo_pedagio,4995.0
L03,2025-04-01,custo_pneus,7020.0
L03,2025-04-01,custo_tripulacao,19170.0
L03,2025-05-01,custo_combustivel,59167.24
L03,2025-05-01,custo_fixo_rateado,29740.65
L03,2025-05-01,custo_manutencao,16182.0
L03,2025-05-01,custo_pedagio,5161.5
L03,2025-05-01,custo_pneus,7254.0
L03,2025-05-01,custo_tripulacao,19809.0
L03,2025-06-01,custo_combustivel,57258.62
L03,2025-06-01,custo_fixo_rateado,29740.65
L03,2025-06-01,custo_manutencao,15660.0
L03,2025-06-01,custo_pedagio,4995.0
L03,2025-06-01,custo_pneus,7020.0
L03,2025-06-01,custo_tripulacao,19170.0
L03,2025-07-01,custo_combustivel,59167.24
L03,2025-07-01,custo_fixo_rateado,29740.65
L03,2025-07-01,custo_manutencao,16182.0
L03,2025-07-01,custo_pedagio,5161.5
L03,2025-07-01,custo_pneus,7254.0
L03,2025-07-01,custo_tripulacao,19809.0
L03,2025-08-01,custo_combustivel,59167.24
L03,2025-08-01,custo_fixo_rateado,29740.65
L03,2025-08-01,custo_manutencao,16182.0
L03,2025-08-01,custo_pedagio,5161.5
L03,2025-08-01,custo_pneus,7254.0
L03,2025-08-01,custo_tripulacao,19809.0
L03,2025-09-01,custo_combustivel,57258.62
L03,2025-09-01,custo_fixo_rateado,29740.65
L03,2025-09-01,custo_manutencao,15660.0
L03,2025-09-01,custo_pedagio,4995.0
L03,2025-09-01,custo_pneus,7020.0
L03,2025-09-01,custo_tripulacao,19170.0
L03,2025-10-01,custo_combustivel,59167.24
L03,2025-10-01,custo_fixo_rateado,29740.65
L03,2025-10-01,custo_manutencao,16182.0
L03,2025-10-01,custo_pedagio,5161.5
L03,2025-10-01,custo_pneus,7254.0
L03,2025-10-01,custo_tripulacao,19809.0
L03,2025-11-01,custo_combustivel,57258.62
L03,2025-11-01,custo_fixo_rateado,29740.65
L03,2025-11-01,custo_manutencao,15660.0
L03,2025-11-01,custo_pedagio,4995.0
L03,2025-11-01,custo_pneus,7020.0
L03,2025-11-01,custo_tripulacao,19170.0
L03,2025-12-01,custo_combustivel,59167.24
L03,2025-12-01,custo_fixo_rateado,29740.65
L03,2025-12-01,custo_manutencao,16182.0
L03,2025-12-01,custo_pedagio,5161.5
L03,2025-12-01,custo_pneus,7254.0
L03,2025-12-01,custo_tripulacao,19809.0
L03,2026-01-01,custo_combustivel,59167.24
L03,2026-01-01,custo_fixo_rateado,29740.65
L03,2026-01-01,custo_manutencao,16182.0
L03,2026-01-01,custo_pedagio,5161.5
L03,2026-01-01,custo_pneus,7254.0
L03,2026-01-01,custo_tripulacao,19809.0
L03,2026-02-01,custo_combustivel,53441.38
L03,2026-02-01,custo_fixo_rateado,29740.65
L03,2026-02-01,custo_manutencao,14616.0
L03,2026-02-01,custo_pedagio,4662.0
L03,2026-02-01,custo_pneus,6552.0
L03,2026-02-01,custo_tripulacao,17892.0
L03,2026-03-01,custo_combustivel,59167.24
L03,2026-03-01,custo_fixo_rateado,29740.65
L03,2026-03-01,custo_manutencao,16182.0
L03,2026-03-01,custo_pedagio,5161.5
L03,2026-03-01,custo_pneus,7254.0
L03,2026-03-01,custo_tripulacao,19809.0
L03,2026-04-01,custo_combustivel,57258.62
L03,2026-04-01,custo_fixo_rateado,29740.65
L03,2026-04-01,custo_manutencao,15660.0
L03,2026-04-01,custo_pedagio,4995.0
L03,2026-04-01,custo_pneus,7020.0
L03,2026-04-01,custo_tripulacao,19170.0
L03,2026-05-01,custo_combustivel,59167.24
L03,2026-05-01,custo_fixo_rateado,29740.65
L03,2026-05-01,custo_manutencao,16182.0
L03,2026-05-01,custo_pedagio,5161.5
L03,2026-05-01,custo_pneus,7254.0
L03,2026-05-01,custo_tripulacao,19809.0
L03,2026-06-01,custo_combustivel,57258.62
L03,2026-06-01,custo_fixo_rateado,29740.65
L03,2026-06-01,custo_manutencao,15660.0
L03,2026-06-01,custo_pedagio,4995.0
L03,2026-06-01,custo_pneus,7020.0
L03,2026-06-01,custo_tripulacao,19170.0
L03,2026-07-01,custo_combustivel,59167.24
L03,2026-07-01,custo_fixo_rateado,29740.65
L03,2026-07-01,custo_manutencao,16182.0
L03,2026-07-01,custo_pedagio,5161.5
L03,2026-07-01,custo_pneus,7254.0
L03,2026-07-01,custo_tripulacao,19809.0
L03,2026-08-01,custo_combustivel,59167.24
L03,2026-08-01,custo_fixo_rateado,29740.65
L03,2026-08-01,custo_manutencao,16182.0
L03,2026-08-01,custo_pedagio,5161.5
L03,2026-08-01,custo_pneus,7254.0
L03,2026-08-01,custo_tripulacao,19809.0
L03,2026-09-01,custo_combustivel,57258.62
L03,2026-09-01,custo_fixo_rateado,29740.65
L03,2026-09-01,custo_manutencao,15660.0
L03,2026-09-01,custo_pedagio,4995.0
L03,2026-09-01,custo_pneus,7020.0
L03,2026-09-01,custo_tripulacao,19170.0
L04,2024-10-01,custo_combustivel,70211.79
L04,2024-10-01,custo_fixo_rateado,35292.23
L04,2024-10-01,custo_manutencao,22083.04
L04,2024-10-01,custo_pedagio,1820.94
L04,2024-10-01,custo_pneus,8608.08
L04,2024-10-01,custo_tripulacao,22490.19
L04,2024-11-01,custo_combustivel,67946.9
L04,2024-11-01,custo_fixo_rateado,35292.23
L04,2024-11-01,custo_manutencao,21370.68
L04,2024-11-01,custo_pedagio,1762.2
L04,2024-11-01,custo_pneus,8330.4
L04,2024-11-01,custo_tripulacao,21764.7
L04,2024-12-01,custo_combustivel,70211.79
L04,2024-12-01,custo_fixo_rateado,35292.23
L04,2024-12-01,custo_manutencao,22083.04
L04,2024-12-01,custo_pedagio,1820.94
L04,2024-12-01,custo_pneus,8608.08
L04,2024-12-01,custo_tripulacao,22490.19
L04,2025-01-01,custo_combustivel,70211.79
L04,2025-01-01,custo_fixo_rateado,35292.23
L04,2025-01-01,custo_manutencao,22083.04
L04,2025-01-01,custo_pedagio,1820.94
L04,2025-01-01,custo_pneus,8608.08
L04,2025-01-01,custo_tripulacao,22490.19
L04,2025-02-01,custo_combustivel,63417.1
L04,2025-02-01,custo_fixo_rateado,35292.23
L04,2025-02-01,custo_manutencao,19945.97
L04,2025-02-01,custo_pedagio,1644.72
L04,2025-02-01,custo_pneus,7775.04
L04,2025-02-01,custo_tripulacao,20313.72
L04,2025-03-01,custo_combustivel,70211.79
L04,2025-03-01,custo_fixo_rateado,35292.23
L04,2025-03-01,custo_manutencao,22083.04
L04,2025-03-01,custo_pedagio,1820.94
L04,2025-03-01,custo_pneus,8608.08
L04,2025-03-01,custo_tripulacao,22490.19
L04,2025-04-01,custo_combustivel,67946.9
L04,2025-04-01,custo_fixo_rateado,35292.23
L04,2025-04-01,custo_manutencao,21370.68
L04,2025-04-01,custo_pedagio,1762.2
L04,2025-04-01,custo_pneus,8330.4
L04,2025-04-01,custo_tripulacao,21764.7
L04,2025-05-01,custo_combustivel,70211.79
L04,2025-05-01,custo_fixo_rateado,35292.23
L04,2025-05-01,custo_manutencao,22083.04
L04,2025-05-01,custo_pedagio,1820.94
L04,2025-05-01,custo_pneus,8608.08
L04,2025-05-01,custo_tripulacao,22490.19
L04,2025-06-01,custo_combustivel,67946.9
L04,2025-06-01,custo_fixo_rateado,35292.23
L04,2025-06-01,custo_manutencao,21370.68
L04,2025-06-01,custo_pedagio,1762.2
L04,2025-06-01,custo_pneus,8330.4
L04,2025-06-01,custo_tripulacao,21764.7
L04,2025-07-01,custo_combustivel,70211.79
L04,2025-07-01,custo_fixo_rateado,35292.23
L04,2025-07-01,custo_manutencao,22083.04
L04,2025-07-01,custo_pedagio,1820.94
L04,2025-07-01,custo_pneus,8608.08
L04,2025-07-01,custo_tripulacao,22490.19
L04,2025-08-01,custo_combustivel,70211.79
L04,2025-08-01,custo_fixo_rateado,35292.23
L04,2025-08-01,custo_manutencao,22083.04
L04,2025-08-01,custo_pedagio,1820.94
L04,2025-08-01,custo_pneus,8608.08
L04,2025-08-01,custo_tripulacao,22490.19
L04,2025-09-01,custo_combustivel,67946.9
L04,2025-09-01,custo_fixo_rateado,35292.23
L04,2025-09-01,custo_manutencao,21370.68
L04,2025-09-01,custo_pedagio,1762.2
L04,2025-09-01,custo_pneus,8330.4
L04,2025-09-01,custo_tripulacao,21764.7
L04,2025-10-01,custo_combustivel,70211.79
L04,2025-10-01,custo_fixo_rateado,35292.23
L04,2025-10-01,custo_manutencao,22083.04
L04,2025-10-01,custo_pedagio,1820.94
L04,2025-10-01,custo_pneus,8608.08
L04,2025-10-01,custo_tripulacao,22490.19
L04,2025-11-01,custo_combustivel,67946.9
L04,2025-11-01,custo_fixo_rateado,35292.23
L04,2025-11-01,custo_manutencao,21370.68
L04,2025-11-01,custo_pedagio,1762.2
L04,2025-11-01,custo_pneus,8330.4
L04,2025-11-01,custo_tripulacao,21764.7
L04,2025-12-01,custo_combustivel,70211.79
L04,2025-12-01,custo_fixo_rateado,35292.23
L04,2025-12-01,custo_manutencao,22083.04
L04,2025-12-01,custo_pedagio,1820.94
L04,2025-12-01,custo_pneus,8608.08
L04,2025-12-01,custo_tripulacao,22490.19
L04,2026-01-01,custo_combustivel,70211.79
L04,2026-01-01,custo_fixo_rateado,35292.23
L04,2026-01-01,custo_manutencao,22083.04
L04,2026-01-01,custo_pedagio,1820.94
L04,2026-01-01,custo_pneus,8608.08
L04,2026-01-01,custo_tripulacao,22490.19
L04,2026-02-01,custo_combustivel,63417.1
L04,2026-02-01,custo_fixo_rateado,35292.23
L04,2026-02-01,custo_manutencao,19945.97
L04,2026-02-01,custo_pedagio,1644.72
L04,2026-02-01,custo_pneus,7775.04
L04,2026-02-01,custo_tripulacao,20313.72
L04,2026-03-01,custo_combustivel,70211.79
L04,2026-03-01,custo_fixo_rateado,35292.23
L04,2026-03-01,custo_manutencao,22083.04
L04,2026-03-01,custo_pedagio,1820.94
L04,2026-03-01,custo_pneus,8608.08
L04,2026-03-01,custo_tripulacao,22490.19
L04,2026-04-01,custo_combustivel,67946.9
L04,2026-04-01,custo_fixo_rateado,35292.23
L04,2026-04-01,custo_manutencao,21370.68
L04,2026-04-01,custo_pedagio,1762.2
L04,2026-04-01,custo_pneus,8330.4
L04,2026-04-01,custo_tripulacao,21764.7
L04,2026-05-01,custo_combustivel,70211.79
L04,2026-05-01,custo_fixo_rateado,35292.23
L04,2026-05-01,custo_manutencao,22083.04
L04,2026-05-01,custo_pedagio,1820.94
L04,2026-05-01,custo_pneus,8608.08
L04,2026-05-01,custo_tripulacao,22490.19
L04,2026-06-01,custo_combustivel,67946.9
L04,2026-06-01,custo_fixo_rateado,35292.23
L04,2026-06-01,custo_manutencao,21370.68
L04,2026-06-01,custo_pedagio,1762.2
L04,2026-06-01,custo_pneus,8330.4
L04,2026-06-01,custo_tripulacao,21764.7
L04,2026-07-01,custo_combustivel,70211.79
L04,2026-07-01,custo_fixo_rateado,35292.23
L04,2026-07-01,custo_manutencao,22083.04
L04,2026-07-01,custo_pedagio,1820.94
L04,2026-07-01,custo_pneus,8608.08
L04,2026-07-01,custo_tripulacao,22490.19
L04,2026-08-01,custo_combustivel,70211.79
L04,2026-08-01,custo_fixo_rateado,35292.23
L04,2026-08-01,custo_manutencao,22083.04
L04,2026-08-01,custo_pedagio,1820.94
L04,2026-08-01,custo_pneus,8608.08
L04,2026-08-01,custo_tripulacao,22490.19
L04,2026-09-01,custo_combustivel,67946.9
L04,2026-09-01,custo_fixo_rateado,35292.23
L04,2026-09-01,custo_manutencao,21370.68
L04,2026-09-01,custo_pedagio,1762.2
L04,2026-09-01,custo_pneus,8330.4
L04,2026-09-01,custo_tripulacao,21764.7
L05,2024-10-01,custo_combustivel,141427.64
L05,2024-10-01,custo_fixo_rateado,67412.13
L05,2024-10-01,custo_manutencao,36679.2
L05,2024-10-01,custo_pedagio,14229.0
L05,2024-10-01,custo_pneus,16442.4
L05,2024-10-01,custo_tripulacao,41664.0
L05,2024-11-01,custo_combustivel,136865.45
L05,2024-11-01,custo_fixo_rateado,67412.13
L05,2024-11-01,custo_manutencao,35496.0
L05,2024-11-01,custo_pedagio,13770.0
L05,2024-11-01,custo_pneus,15912.0
L05,2024-11-01,custo_tripulacao,40320.0
L05,2024-12-01,custo_combustivel,141427.64
L05,2024-12-01,custo_fixo_rateado,67412.13
L05,2024-12-01,custo_manutencao,36679.2
L05,2024-12-01,custo_pedagio,14229.0
L05,2024-12-01,custo_pneus,16442.4
L05,2024-12-01,custo_tripulacao,41664.0
